-0.2,1
-0.192,0.9879518
-0.184,0.9896907
-0.176,0.9879518
-0.168,1
-0.16,0.9906542
-0.152,0.9908257
-0.144,0.990099
-0.136,0.9791667
-0.128,0.990566
-0.12,0.975
-0.112,0.9886364
-0.104,0.952381
-0.09599999,0.9897959
-0.08799998,0.9516129
-0.07999998,0.9642857
-0.07199998,0.9484536
-0.06399998,0.9295775
-0.05599998,0.9326923
-0.04799998,0.9387755
-0.03999998,0.9150943
-0.03199998,0.9655172
-0.02399997,0.8684211
-0.01599997,0.8813559
-0.007999972,0.828125
2.793968E-08,0.9135802
0.008000028,0.8461539
0.01600003,0.8103448
0.02400003,0.8983051
0.03200003,0.8235294
0.04000003,0.7619048
0.04800003,0.8857143
0.05600004,0.8863636
0.06400003,0.943662
0.07200003,0.9047619
0.08000004,0.8888889
0.08800004,0.8518519
0.09600004,0.8125
0.104,0.9047619
0.112,0.8135593
0.12,0.8571429
0.128,0.8125
0.136,0.7857143
0.144,0.875
0.152,0.7837838
0.16,0.7857143
0.168,0.7027027
0.176,0.7027027
0.184,0.7619048
0.192,0.7647059
