Długość platformy,Częstotliwość podwójnego skoku,Rozpiętość pił,Ilość pił,Długość kolców,Częstotliwość pułapek,Długość ślizgania,Entry Rank,Highest Rank,Final Rank,Score
0.7376028,0.1093007,0.0852996,0.06868362,0.3619613,0.7650447,0.4502426,0.3782535,0.3782535,0.368305,0
0.7376028,0.1093007,0.0852996,0.06868362,0.3307798,0.7650447,0.4502426,0.368305,0.368305,0.3638505,0
0.7376028,0.1093007,0.0852996,0.06868362,0.3066624,0.7650447,0.4502426,0.3638505,0.3638505,0.3604052,0
0.7393716,0.1225629,0.0951509,0.07907884,0.2897291,0.7660147,0.4524716,0.3604052,0.3671745,0.3634828,2
0.7393716,0.1019739,0.06950517,0.0564199,0.2897291,0.7660147,0.4524716,0.3634828,0.3634828,0.3536409,0
0.7406313,0.0862423,0.06045162,0.04860299,0.2976534,0.7668697,0.4563141,0.3536409,0.3620953,0.3509665,3
0.741015,0.08797577,0.0647601,0.05326119,0.300305,0.7671539,0.4574037,0.3509665,0.3534516,0.3531249,1
0.754114,0.1113313,0.09221081,0.08501612,0.3231277,0.7762074,0.4665605,0.3531249,0.3726526,0.3726526,6
0.754114,0.1113313,0.09221081,0.08501612,0.3231277,0.7762074,0.4665605,0.3726526,0.3726526,0.3726526,0
0.7571304,0.0949041,0.07083414,0.06711174,0.3284062,0.7782892,0.4683338,0.3726526,0.3763167,0.36643,1
0.7571304,0.0949041,0.07083414,0.06711174,0.3044252,0.7782892,0.4683338,0.36643,0.36643,0.3630041,0
0.7571304,0.07583852,0.07083414,0.06711174,0.3044252,0.7782892,0.4683338,0.3630041,0.3630041,0.3602805,0
0.7661044,0.06023946,0.08420623,0.08372626,0.3183543,0.7845331,0.4725563,0.3602805,0.3714069,0.3671029,3
0.7661044,0.06023946,0.08420623,0.08372626,0.293428,0.7845331,0.4725563,0.3671029,0.3671029,0.3635419,0
0.771751,0.0688126,0.09480672,0.09450257,0.2834947,0.7882634,0.4756798,0.3635419,0.3711056,0.3681873,2
0.7745005,0.07527863,0.09954288,0.09981035,0.288387,0.7900405,0.4769648,0.3681873,0.3720749,0.3720749,1
0.7771347,0.06332392,0.1055994,0.1050719,0.2937009,0.7917179,0.4787131,0.3720749,0.3762306,0.3736088,1
0.7851127,0.07823409,0.1215083,0.1204507,0.3114429,0.7970572,0.4826618,0.3736088,0.3852096,0.3852096,3
0.7851127,0.06006543,0.09716216,0.09556777,0.3114429,0.7970572,0.4826618,0.3852096,0.3852096,0.3755814,0
0.74969,0.04694103,0.1033243,0.1008298,0.3167212,0.7990742,0.442633,0.3755814,0.3794836,0.3656019,1
0.74969,0.04694103,0.07371765,0.07687885,0.3167212,0.7990742,0.442633,0.3656019,0.3656019,0.3579508,0
0.7583175,0.04714935,0.08752485,0.09318565,0.331681,0.7639429,0.4471017,0.3579508,0.3694947,0.3612719,3
0.7583175,0.03060198,0.08752485,0.09318565,0.331681,0.7639429,0.4471017,0.3612719,0.3612719,0.358908,0
0.7583175,0.03060198,0.08752485,0.09318565,0.3079164,0.7639429,0.4471017,0.358908,0.358908,0.355513,0
0.7605579,0.03525025,0.09278335,0.09845591,0.3135601,0.7653193,0.4487837,0.355513,0.3592444,0.3592444,1
0.7657417,0.03217137,0.1024172,0.1089193,0.3256523,0.7685984,0.4526897,0.3592444,0.367546,0.36517,2
0.7735938,0.04590402,0.1195709,0.1239265,0.3406306,0.7741667,0.4592431,0.36517,0.3767194,0.3767194,3
0.7851315,0.04817472,0.1406043,0.1433609,0.3607718,0.7827821,0.4646982,0.3767194,0.3918613,0.3893605,4
0.7851315,0.04817472,0.1406043,0.1433609,0.3607718,0.7827821,0.4646982,0.3893605,0.3893605,0.3893605,0
0.7851315,0.04817472,0.1406043,0.1433609,0.3607718,0.7827821,0.4646982,0.3893605,0.3893605,0.3893605,0
0.7877799,0.05485478,0.1459758,0.1481051,0.3384589,0.7846556,0.4657509,0.3893605,0.39322,0.3893687,1
0.8004271,0.06432964,0.1464489,0.1431531,0.3618096,0.7936407,0.4723685,0.3893687,0.4076135,0.3974539,5
0.8004271,0.06432964,0.1247236,0.1167319,0.3618096,0.7936407,0.4723685,0.3974539,0.3974539,0.3905759,0
0.8004271,0.04689494,0.09828768,0.09167245,0.3618096,0.7936407,0.4723685,0.3905759,0.3905759,0.3807287,0
0.80226,0.05135713,0.1034999,0.09691491,0.3453999,0.7948328,0.4738939,0.3807287,0.3844298,0.3811655,1
0.80226,0.03459453,0.1034999,0.09691491,0.3453999,0.7948328,0.4738939,0.3811655,0.3811655,0.3787709,0
0.80226,0.03459453,0.1034999,0.09691491,0.3453999,0.7948328,0.4738939,0.3787709,0.3787709,0.3787709,0
0.80226,0.03459453,0.1034999,0.09691491,0.3453999,0.7948328,0.4738939,0.3787709,0.3787709,0.3787709,0
0.80226,0.03459453,0.1034999,0.09691491,0.3453999,0.7948328,0.4738939,0.3787709,0.3787709,0.3787709,0
0.8052976,0.04596819,0.09569833,0.08292139,0.3577947,0.7967411,0.4776043,0.3787709,0.3863248,0.3802894,2
0.8052976,0.04596819,0.09569833,0.08292139,0.3375466,0.7967411,0.4776043,0.3802894,0.3802894,0.3773968,0
0.8052976,0.04596819,0.07023931,0.05938927,0.3375466,0.7967411,0.4776043,0.3773968,0.3773968,0.3703981,0
0.8052976,0.02948099,0.07023931,0.05938927,0.3375466,0.7967411,0.4776043,0.3703981,0.3703981,0.3680427,0
0.8233558,0.06313375,0.1078227,0.09769524,0.3453918,0.8103153,0.4881694,0.3680427,0.3948812,0.3908406,7
0.8328006,0.0638352,0.127111,0.1181823,0.36768,0.8172699,0.4936803,0.3908406,0.4055629,0.402937,4
0.8328006,0.0638352,0.127111,0.1181823,0.3409515,0.8172699,0.4936803,0.402937,0.402937,0.3991187,0
0.834871,0.06652205,0.1328612,0.1232364,0.3455879,0.8186561,0.4953203,0.3991187,0.4033122,0.4024364,1
0.834871,0.06652205,0.1328612,0.1232364,0.3455879,0.8186561,0.4953203,0.4024364,0.4024364,0.4024364,0
0.8599147,0.1283741,0.1893227,0.1744794,0.3996426,0.8372271,0.5113582,0.4024364,0.4429027,0.4429027,11
0.8599147,0.1283741,0.1893227,0.1744794,0.3721363,0.8372271,0.5113582,0.4429027,0.4429027,0.4389732,0
0.8599147,0.1283741,0.1893227,0.1744794,0.3721363,0.8372271,0.5113582,0.4389732,0.4389732,0.4389732,0
0.8612372,0.1017034,0.1679933,0.1502152,0.3785107,0.838086,0.5126657,0.4389732,0.4423097,0.4300588,1
0.8629411,0.09041597,0.1728057,0.1548757,0.384102,0.8392246,0.5137717,0.4300588,0.4340067,0.4311624,1
0.8652958,0.1005823,0.1513672,0.1360749,0.3970528,0.8408918,0.5158547,0.4311624,0.4376893,0.4295885,2
0.8652958,0.1005823,0.1513672,0.1360749,0.3716001,0.8408918,0.5158547,0.4295885,0.4295885,0.4259524,0
0.8205807,0.08120731,0.1513672,0.1360749,0.3716001,0.8408918,0.4704796,0.4259524,0.4259524,0.4103145,0
0.8205807,0.08120731,0.1513672,0.1360749,0.3578651,0.8408918,0.4704796,0.4103145,0.4103145,0.4083524,0
0.8205807,0.08120731,0.1513672,0.1360749,0.3578651,0.8408918,0.4704796,0.4083524,0.4083524,0.4083524,0
0.8216714,0.06673733,0.1284869,0.1142324,0.3650118,0.8414822,0.4715075,0.4083524,0.4117246,0.4013042,1
0.8216714,0.06673733,0.1284869,0.1142324,0.3353637,0.8414822,0.4715075,0.4013042,0.4013042,0.3970688,0
0.8300828,0.07930822,0.146785,0.1291718,0.3216973,0.8471031,0.4761368,0.3970688,0.4082875,0.4043264,3
0.8300828,0.07930822,0.146785,0.1291718,0.3038187,0.8471031,0.4761368,0.4043264,0.4043264,0.4017724,0
0.8305792,0.07700367,0.1521174,0.1338437,0.3090644,0.8473891,0.4771409,0.4017724,0.4047914,0.4038769,1
0.8333492,0.0811263,0.1576404,0.1386523,0.2887533,0.8492574,0.478453,0.4038769,0.4074913,0.4038903,1
0.7971333,0.05150987,0.1576404,0.1386523,0.2887533,0.8492574,0.4349792,0.4038903,0.4038903,0.3882751,0
0.7979151,0.06027934,0.1357978,0.1203176,0.2948802,0.8496498,0.4373509,0.3882751,0.3934043,0.3851701,2
0.7984777,0.0710712,0.1435726,0.1280073,0.2806307,0.8500414,0.4396999,0.3851701,0.3902101,0.3873573,2
0.8042513,0.0794023,0.1547459,0.1377159,0.26624,0.8535225,0.444111,0.3873573,0.3949833,0.391427,2
0.8157829,0.09996155,0.1731416,0.156467,0.2853124,0.8605816,0.4508793,0.391427,0.406018,0.406018,4
0.8157829,0.09996155,0.1471584,0.1292199,0.2853124,0.8605816,0.4508793,0.406018,0.406018,0.3984137,0
0.8242593,0.1136567,0.1610612,0.1436421,0.301592,0.8657649,0.4554429,0.3984137,0.4093456,0.4093456,3
0.8349102,0.1283017,0.1832891,0.1621175,0.3007109,0.872384,0.4623733,0.4093456,0.4239074,0.4205838,4
0.8349102,0.1283017,0.1832891,0.1621175,0.3007109,0.872384,0.4623733,0.4205838,0.4205838,0.4205838,0
0.8395529,0.135393,0.1937136,0.1710865,0.3105416,0.8752223,0.4657941,0.4205838,0.4273291,0.4273291,2
0.8423302,0.1061499,0.1982925,0.1754776,0.3148992,0.8769997,0.4675725,0.4273291,0.4306364,0.4259602,1
0.8446988,0.1099516,0.2029956,0.1798241,0.3201801,0.8785266,0.4689356,0.4259602,0.4293018,0.4293018,1
0.8523399,0.08931557,0.1886128,0.1632922,0.3334478,0.8834239,0.4741955,0.4293018,0.4391055,0.4263754,3
0.8648996,0.08898607,0.1894815,0.1563646,0.3595747,0.8915604,0.4811305,0.4263754,0.4434165,0.4331425,5
0.8648996,0.08898607,0.1894815,0.1563646,0.3342544,0.8915604,0.4811305,0.4331425,0.4331425,0.4295253,0
0.8648996,0.08898607,0.1894815,0.1563646,0.3082205,0.8915604,0.4811305,0.4295253,0.4295253,0.4258062,0
0.8671822,0.06270386,0.1604389,0.1334051,0.3130435,0.8930473,0.482808,0.4258062,0.4289336,0.4160899,1
0.8787867,0.08364378,0.1870694,0.1570382,0.3393696,0.9006077,0.4893342,0.4160899,0.4336928,0.4336928,5
0.8542877,0.1115253,0.2235737,0.1921411,0.3786207,0.9121367,0.4594858,0.4336928,0.4624015,0.4473959,8
0.8570328,0.1175301,0.2280856,0.1963015,0.3617024,0.9137566,0.4613533,0.4473959,0.4511795,0.447966,1
0.8570328,0.09722117,0.2280856,0.1963015,0.3617024,0.9137566,0.4613533,0.447966,0.447966,0.4450648,0
0.8657793,0.1147781,0.2227401,0.1822587,0.3832612,0.9186552,0.4672589,0.4450648,0.4584591,0.4506759,4
0.8260532,0.100259,0.2264293,0.1865526,0.3886654,0.9197842,0.4265483,0.4506759,0.4541108,0.4391846,1
0.8260532,0.100259,0.2264293,0.1865526,0.36471,0.9197842,0.4265483,0.4391846,0.4391846,0.4357624,0
0.8283706,0.1041248,0.196864,0.1617666,0.3694961,0.9209168,0.4283669,0.4357624,0.4388132,0.4299866,1
0.8283706,0.1041248,0.196864,0.1617666,0.3694961,0.9209168,0.4283669,0.4299866,0.4299866,0.4299866,0
0.8283706,0.08455589,0.1704552,0.1345243,0.3694961,0.9209168,0.4283669,0.4299866,0.4299866,0.4195265,0
0.8375772,0.1004449,0.1698714,0.1264596,0.3866596,0.9254797,0.4348631,0.4195265,0.4323745,0.4259079,4
0.8057899,0.09191295,0.1828381,0.1410045,0.4000739,0.9293174,0.3981284,0.4259079,0.4356821,0.421295,3
0.8090825,0.09813228,0.1869732,0.1457554,0.3812435,0.9308578,0.399869,0.421295,0.4249678,0.4217019,1
0.8155881,0.08620329,0.1955253,0.1550992,0.3903559,0.9339533,0.4038714,0.4217019,0.4286087,0.4257995,2
0.8155881,0.08620329,0.1955253,0.1550992,0.3903559,0.9339533,0.4038714,0.4257995,0.4257995,0.4257995,0
0.8187951,0.06010343,0.2013223,0.1596882,0.3949728,0.9354872,0.4061055,0.4257995,0.4295135,0.4252107,1
0.8230411,0.06867962,0.2088036,0.1686794,0.3848928,0.9373131,0.4100401,0.4252107,0.4316923,0.4287786,2
0.8230411,0.06264719,0.2088036,0.1686794,0.3848928,0.9373131,0.4100401,0.4287786,0.4287786,0.4279168,0
0.8291527,0.0797921,0.1947691,0.1530523,0.400765,0.9399793,0.4150722,0.4279168,0.4382032,0.4303689,3
0.8291527,0.06154036,0.1653628,0.1254391,0.400765,0.9399793,0.4150722,0.4303689,0.4303689,0.4196159,0
0.8366308,0.06811371,0.1563727,0.1138329,0.4154615,0.9435197,0.4201279,0.4196159,0.4302373,0.4220085,3
0.8376718,0.07233588,0.1385995,0.09386787,0.4214092,0.9439136,0.4222349,0.4220085,0.4253474,0.4185761,1
0.8389902,0.07651071,0.1429691,0.09901103,0.4275233,0.944456,0.4236644,0.4185761,0.421875,0.421875,1
0.8389902,0.07651071,0.1429691,0.09901103,0.3967227,0.944456,0.4236644,0.421875,0.421875,0.4174748,0
0.8389902,0.07028434,0.1429691,0.09901103,0.3967227,0.944456,0.4236644,0.4174748,0.4174748,0.4165854,0
0.8389902,0.06421261,0.120823,0.07538379,0.3967227,0.944456,0.4236644,0.4165854,0.4165854,0.4091789,0
0.8389902,0.06421261,0.120823,0.07538379,0.3761486,0.944456,0.4236644,0.4091789,0.4091789,0.4062397,0
0.8389902,0.06421261,0.120823,0.07538379,0.3761486,0.944456,0.4236644,0.4062397,0.4062397,0.4062397,0
0.8456405,0.0587716,0.1112358,0.06796743,0.3926259,0.9476727,0.4279671,0.4062397,0.4172153,0.4074115,3
0.8133911,0.06629725,0.1169317,0.07355321,0.3970087,0.9491642,0.3887588,0.4074115,0.4119186,0.4007292,1
0.8133911,0.06629725,0.1169317,0.07355321,0.3805352,0.9491642,0.3887588,0.4007292,0.4007292,0.3983759,0
0.8205094,0.08336721,0.1322511,0.08972145,0.3707123,0.9522997,0.3937646,0.3983759,0.4093615,0.4060894,3
0.8205094,0.08336721,0.1322511,0.08972145,0.353819,0.9522997,0.3937646,0.4060894,0.4060894,0.403676,0
0.7899579,0.05745367,0.1376236,0.09504936,0.3597966,0.9537644,0.3521397,0.403676,0.407514,0.392255,1
0.790266,0.0444936,0.1131816,0.07528108,0.361929,0.9538866,0.3537895,0.392255,0.3945627,0.3846896,1
0.790266,0.0444936,0.1131816,0.07528108,0.361929,0.9538866,0.3537895,0.3846896,0.3846896,0.3846896,0
0.790266,0.0444936,0.1131816,0.07528108,0.3327946,0.9538866,0.3537895,0.3846896,0.3846896,0.3805276,0
0.790266,0.0444936,0.1131816,0.07528108,0.3090238,0.9538866,0.3537895,0.3805276,0.3805276,0.3771317,0
0.8007754,0.05780962,0.129776,0.09158047,0.3246832,0.9582166,0.3613087,0.3771317,0.3891643,0.3891643,3
0.8038135,0.06214797,0.1358835,0.09687606,0.3294206,0.9594218,0.3642066,0.3891643,0.39311,0.39311,1
0.8102426,0.07067833,0.1480133,0.1073117,0.3142823,0.9620816,0.3690387,0.39311,0.401022,0.3973784,2
0.8102426,0.07067833,0.1480133,0.1073117,0.2880567,0.9620816,0.3690387,0.3973784,0.3973784,0.3936318,0
0.8102426,0.05291019,0.1229986,0.08290412,0.2880567,0.9620816,0.3690387,0.3936318,0.3936318,0.3840332,0
0.8102426,0.05291019,0.1229986,0.08290412,0.2880567,0.9620816,0.3690387,0.3840332,0.3840332,0.3840332,0
0.8102426,0.05291019,0.1229986,0.08290412,0.2880567,0.9620816,0.3690387,0.3840332,0.3840332,0.3840332,0
0.8330235,0.066378,0.1318484,0.09432828,0.3216777,0.9719356,0.3832085,0.3840332,0.4105252,0.4003429,7
0.8357149,0.04371383,0.1137117,0.07562356,0.3267721,0.9730644,0.3853431,0.4003429,0.4042783,0.3934205,1
0.83826,0.04821225,0.1181899,0.08110411,0.3322141,0.9741284,0.3874612,0.3934205,0.3970814,0.3970814,1
0.8406627,0.05265945,0.1238117,0.08653228,0.3372959,0.9751616,0.3893195,0.3970814,0.4007776,0.4007776,1
0.8406627,0.0246429,0.1003059,0.06331621,0.3372959,0.9751616,0.3893195,0.4007776,0.4007776,0.3901007,0
0.8406627,0.0246429,0.1003059,0.06331621,0.3128038,0.9751616,0.3893195,0.3901007,0.3901007,0.3866018,0
0.845705,0.01813694,0.1118605,0.07450367,0.3228008,0.977318,0.3925823,0.3866018,0.3941132,0.3918439,2
0.8694512,0.05496541,0.1527849,0.1167345,0.3388509,0.9883008,0.4077243,0.3918439,0.421658,0.4184017,8
0.877964,0.07011894,0.1678678,0.1315746,0.3543415,0.9923478,0.41292,0.4184017,0.4295907,0.4295907,3
0.877964,0.07011894,0.1678678,0.1315746,0.3331442,0.9923478,0.41292,0.4295907,0.4295907,0.4265625,0
0.877964,0.07011894,0.1678678,0.1315746,0.3331442,0.9923478,0.41292,0.4265625,0.4265625,0.4265625,0
0.8881082,0.08881629,0.1911383,0.150606,0.3254593,0.9971904,0.4205677,0.4265625,0.4409528,0.4374123,4
0.8908392,0.07385594,0.1947722,0.1552224,0.3307891,0.9985473,0.4222063,0.4374123,0.4407406,0.4380332,1
0.8935552,0.07801374,0.2007409,0.1597838,0.3356552,0.9999021,0.4240548,0.4380332,0.4416722,0.4416722,1
0.8581802,0.06374868,0.2064954,0.1643188,0.342322,1,0.3837124,0.4416722,0.4453136,0.4312539,1
0.8581802,0.06374868,0.1852068,0.1366075,0.342322,1,0.3837124,0.4312539,0.4312539,0.4242539,0
0.825447,0.05252132,0.1897276,0.141401,0.3460729,1,0.3486845,0.4242539,0.4277687,0.4148363,1
0.825447,0.05252132,0.1897276,0.141401,0.3460729,1,0.3486845,0.4148363,0.4148363,0.4148363,0
0.8288191,0.05691957,0.1941779,0.1461156,0.3508037,1,0.3503563,0.4148363,0.4181703,0.4181703,1
0.8288191,0.05691957,0.1708113,0.1194174,0.3508037,1,0.3503563,0.4181703,0.4181703,0.4110182,0
0.8333969,0.07003136,0.1798032,0.1293718,0.3374728,1,0.355863,0.4110182,0.4186046,0.4151342,2
0.8367053,0.07423201,0.1552668,0.1082199,0.3417899,1,0.3579516,0.4151342,0.4184275,0.4105951,1
0.8399821,0.04892174,0.1324808,0.08853077,0.3471054,1,0.3595649,0.4105951,0.4140292,0.4023694,1
0.8399821,0.04892174,0.1324808,0.08853077,0.3265771,1,0.3595649,0.4023694,0.4023694,0.3994368,0
0.8422629,0.05336088,0.1360995,0.09388917,0.3310783,1,0.3616255,0.3994368,0.4026166,0.4026166,1
0.8422629,0.05336088,0.1360995,0.09388917,0.3068799,1,0.3616255,0.4026166,0.4026166,0.3991597,0
0.8422629,0.0364953,0.1360995,0.09388917,0.3068799,1,0.3616255,0.3991597,0.3991597,0.3967503,0
0.8502784,0.0333843,0.1519625,0.1094851,0.324273,1,0.3676617,0.3967503,0.4076775,0.4052922,3
0.8502784,0.0333843,0.1519625,0.1094851,0.2990118,1,0.3676617,0.4052922,0.4052922,0.4016834,0
0.8502784,0.0333843,0.1519625,0.1094851,0.2812195,1,0.3676617,0.4016834,0.4016834,0.3991416,0
0.8502784,0.01753106,0.1519625,0.1094851,0.2812195,1,0.3676617,0.3991416,0.3991416,0.3968769,0
0.8525194,0.02451634,0.156198,0.11459,0.267836,1,0.36934,0.3968769,0.4006843,0.3978571,1
0.8556829,0.01567732,0.1604585,0.1196124,0.2728453,1,0.3712795,0.3978571,0.401616,0.3993651,1
0.8588238,0.0204969,0.1643559,0.1245762,0.2786923,1,0.3732532,0.3993651,0.4028855,0.4028855,1
0.8588238,0.005279128,0.1398168,0.09946875,0.2786923,1,0.3732532,0.4028855,0.4028855,0.3936191,0
0.8600041,0.01021835,0.1438221,0.104564,0.2637169,1,0.3757415,0.3936191,0.3970663,0.3940096,1
0.8600041,0,0.1141645,0.08030917,0.2637169,1,0.3757415,0.3940096,0.3940096,0.384848,0
0.8613114,0.007152528,0.119202,0.08562169,0.2703664,1,0.3782659,0.384848,0.3888457,0.3888457,1
0.8672124,0.0211141,0.1293272,0.09631375,0.282684,1,0.382595,0.3888457,0.3970352,0.3970352,2
0.8702638,0.02295603,0.1120231,0.07777967,0.2879688,1,0.3841795,0.3970352,0.40081,0.3935958,1
0.8368992,0.02595807,0.1162471,0.08322962,0.2924789,1,0.3462151,0.3935958,0.3969383,0.3858611,1
0.838959,0.03494524,0.09521118,0.06468054,0.2965705,1,0.3490046,0.3858611,0.3900481,0.3827673,1
0.8422964,0.03954378,0.1010683,0.07027848,0.2834128,1,0.3514155,0.3827673,0.3865167,0.3840022,1
0.8422964,0.03954378,0.1010683,0.07027848,0.2834128,1,0.3514155,0.3840022,0.3840022,0.3840022,0
0.8432379,0.0463114,0.1049252,0.07575598,0.2645493,1,0.3534873,0.3840022,0.3875683,0.3840382,1
0.8472825,0.04035779,0.09015523,0.06329788,0.2767798,1,0.3582117,0.3840382,0.3915476,0.3822978,2
0.8487698,0.05601216,0.07301787,0.05180037,0.2911171,1,0.3621442,0.3822978,0.3903438,0.3832659,2
0.8584896,0.07531998,0.07139435,0.05076656,0.3091628,1,0.3716772,0.3832659,0.3971338,0.3909729,4
0.8584896,0.07531998,0.07139435,0.05076656,0.3091628,1,0.3716772,0.3909729,0.3909729,0.3909729,0
0.8647559,0.06510354,0.08234033,0.06219841,0.3195646,1,0.375857,0.3909729,0.3983247,0.3956885,2
0.876512,0.08184334,0.1026049,0.08433253,0.3143612,1,0.3843462,0.3956885,0.4097303,0.4062857,4
0.8439831,0.06733249,0.1083791,0.08970639,0.318604,1,0.3455675,0.4062857,0.4097929,0.3962247,1
0.8439831,0.06733249,0.1083791,0.08970639,0.2975926,1,0.3455675,0.3962247,0.3962247,0.393223,0
0.8563281,0.0698958,0.1268612,0.1105948,0.3139306,1,0.3556652,0.393223,0.4074287,0.4047537,4
0.8593968,0.07409798,0.1329459,0.1156636,0.3192142,1,0.3580205,0.4047537,0.408477,0.408477,1
0.8624287,0.07825308,0.1116987,0.09540006,0.324254,1,0.3596332,0.408477,0.4118987,0.4045239,1
0.8624287,0.0600834,0.08303174,0.07157497,0.324254,1,0.3596332,0.4045239,0.4045239,0.3944294,0
0.8624287,0.0600834,0.08303174,0.07157497,0.324254,1,0.3596332,0.3944294,0.3944294,0.3944294,0
0.8777966,0.08116703,0.1070943,0.09852409,0.3271898,1,0.3694049,0.3944294,0.4120699,0.4087395,5
0.844068,0.06883685,0.1120927,0.1037638,0.3320467,1,0.3309693,0.4087395,0.4124501,0.3988253,1
0.844068,0.03990713,0.1120927,0.1037638,0.3320467,1,0.3309693,0.3988253,0.3988253,0.3946925,0
0.8472889,0.04444897,0.1176457,0.1089142,0.3145439,1,0.3327578,0.3946925,0.398349,0.3950856,1
0.8506711,0.04893901,0.1222559,0.1139906,0.3200349,1,0.3347696,0.3950856,0.3986659,0.3986659,1
0.8603274,0.04478676,0.139212,0.1288932,0.3362728,1,0.340992,0.3986659,0.4096861,0.407212,3
0.8659551,0.0537081,0.1505976,0.1385678,0.3463448,1,0.3451766,0.407212,0.4143357,0.4143357,2
0.8736661,0.0689318,0.1673897,0.1527058,0.3341974,1,0.3533375,0.4143357,0.4252898,0.4214612,3
0.8788788,0.07731055,0.1790795,0.1618368,0.3230095,1,0.3586615,0.4214612,0.428409,0.4255395,2
0.8788788,0.07731055,0.1790795,0.1618368,0.3035519,1,0.3586615,0.4255395,0.4255395,0.4227599,0
0.8819834,0.06309054,0.1838789,0.166306,0.3089935,1,0.3602703,0.4227599,0.4261231,0.4235032,1
0.884305,0.03852198,0.1890381,0.1707432,0.3138901,1,0.3623255,0.4235032,0.4268102,0.4226892,1
0.884305,0.03852198,0.1890381,0.1707432,0.2936103,1,0.3623255,0.4226892,0.4226892,0.419792,0
0.886436,0.04307964,0.1705342,0.1467934,0.298603,1,0.364626,0.419792,0.4230879,0.4157246,1
0.8947073,0.05644334,0.1610851,0.1330199,0.3117079,1,0.3697601,0.4157246,0.4257948,0.4181034,3
0.9026007,0.07602309,0.1763815,0.1472842,0.3245941,1,0.3750476,0.4181034,0.4288473,0.4288473,3
0.9026007,0.07602309,0.1763815,0.1472842,0.3024427,1,0.3750476,0.4288473,0.4288473,0.4256828,0
0.9083741,0.07000291,0.1550572,0.1291974,0.3120242,1,0.3780578,0.4256828,0.4328004,0.4218163,2
0.9112316,0.07420389,0.1600688,0.1340449,0.2873799,1,0.3802324,0.4218163,0.4251531,0.4210231,1
0.9138702,0.06018255,0.1637642,0.1388484,0.2918968,1,0.3817116,0.4210231,0.4240642,0.4214676,1
0.9138702,0.06018255,0.1360094,0.1125488,0.2918968,1,0.3817116,0.4214676,0.4214676,0.4137456,0
0.9138702,0.03174017,0.1145841,0.08795515,0.2918968,1,0.3817116,0.4137456,0.4137456,0.4031083,0
0.9138702,0.03174017,0.1145841,0.08795515,0.2624928,1,0.3817116,0.4031083,0.4031083,0.3989077,0
0.9166911,0.03637539,0.1207752,0.09327976,0.2676557,1,0.3838578,0.3989077,0.4026621,0.4026621,1
0.9190046,0.04095758,0.1276403,0.09858522,0.2603786,1,0.3855178,0.4026621,0.4065371,0.4045835,1
0.9190046,0.04095758,0.09872314,0.07460187,0.2603786,1,0.3855178,0.4045835,0.4045835,0.3970262,0
0.8775812,0.02472436,0.09872314,0.07460187,0.2603786,1,0.3461015,0.3970262,0.3970262,0.3831587,0
0.8797368,0.02944001,0.1033529,0.08010528,0.2518933,1,0.3477899,0.3831587,0.3868249,0.3846169,1
0.8829024,0.01821256,0.1097176,0.08552011,0.2568811,1,0.3502111,0.3846169,0.3884763,0.3862064,1
0.8929964,0.03925847,0.132441,0.106592,0.2781206,1,0.3588452,0.3862064,0.4011791,0.4011791,4
0.9006613,0.03803459,0.1466421,0.121793,0.2957177,1,0.3664889,0.4011791,0.4123267,0.4099054,3
0.9006613,0.03803459,0.1466421,0.121793,0.2957177,1,0.3664889,0.4099054,0.4099054,0.4099054,0
0.8593078,0.02194859,0.1466421,0.121793,0.2957177,1,0.3278223,0.4099054,0.4099054,0.3961759,0
0.8593078,0.02194859,0.1466421,0.121793,0.2957177,1,0.3278223,0.3961759,0.3961759,0.3961759,0
0.8627253,0.02669611,0.1504602,0.1267189,0.2688908,1,0.3296322,0.3961759,0.3994069,0.3950176,1
0.8707971,0.04480801,0.1450736,0.1146892,0.2851711,1,0.3365526,0.3950176,0.4063716,0.3995845,3
0.8755682,0.03684434,0.1554181,0.1246549,0.297061,1,0.3415885,0.3995845,0.4068599,0.4044479,2
0.8788401,0.03602357,0.1335629,0.1039285,0.3018045,1,0.3433063,0.4044479,0.4079056,0.399638,1
0.8831636,0.0451436,0.1241311,0.08909574,0.3121628,1,0.3477499,0.399638,0.4065768,0.4002067,2
0.8475271,0.04906812,0.1296808,0.09444043,0.3174684,1,0.3084828,0.4002067,0.4046182,0.3923811,1
0.8530579,0.06459437,0.1406732,0.1049467,0.2969757,1,0.3140262,0.3923811,0.4003361,0.3963249,2
0.8593428,0.08796582,0.1567801,0.1249498,0.2969154,1,0.3221667,0.3963249,0.4104604,0.4068744,4
0.8660846,0.09592344,0.1672893,0.1346759,0.2781458,1,0.3274315,0.4068744,0.4139871,0.4099358,2
0.875687,0.08777902,0.1523628,0.1219247,0.2930192,1,0.335155,0.4099358,0.4205236,0.4094183,3
0.8854077,0.08033162,0.1668903,0.1365237,0.3084294,1,0.341875,0.4094183,0.419826,0.4170654,3
0.9031559,0.1041774,0.1754075,0.1364865,0.3391091,1,0.3545152,0.4170654,0.4373875,0.4304073,6
0.9057314,0.1080005,0.1803037,0.1412604,0.3442794,1,0.35688,0.4304073,0.4337793,0.4337793,1
0.9082587,0.1140441,0.1854652,0.145986,0.327338,1,0.3592252,0.4337793,0.4374891,0.434331,1
0.9142649,0.121437,0.1678944,0.1279234,0.3370295,1,0.3628809,0.434331,0.4409847,0.4330615,2
