-0.2753,1
-0.0500,1
-0.0600,1
0.0472,1
-0.3650,1
-0.5110,1
0.4456,0
-0.2755,1
-0.0500,1
0.1796,1
0.0469,1
-0.3650,1
-0.1777,1
-0.2752,1
-0.0544,1
-0.0670,1
0.0417,1
0.3163,1
-0.5141,1
-0.2753,1
-0.0588,1
-0.0712,1
0.0362,1
-0.3747,1
-0.5149,1
-0.2754,1
0.4369,1
0.8382,1
0.0303,1
-0.0074,1
-0.5158,1
0.4280,0
-0.2755,1
-0.0500,1
0.1796,1
0.0469,1
-0.3650,1
-0.1777,1
0.6956,0
0.7651,0
0.0417,0
-0.2753,1
-0.0500,1
-0.0600,1
0.0472,1
-0.3650,1
-0.5110,1
-0.2754,0
0.4456,0
-0.2919,0
0.7000,0
0.7720,0
0.0472,0
-0.2752,1
-0.0500,1
-0.0600,1
0.0473,1
0.3179,1
-0.5110,1
-0.2753,1
-0.0544,1
-0.0643,1
0.0417,1
-0.3731,1
-0.5119,1
0.6912,0
-0.2751,0
0.7000,0
-0.4610,0
0.4774,0
0.0471,0
-0.2750,1
-0.0500,1
-0.0600,1
0.0468,1
0.6350,1
-0.5110,1
-0.2749,1
-0.0500,1
0.6901,1
0.0467,1
0.5284,1
-0.3110,1
0.6956,0
0.7624,0
0.0417,0
-0.2752,1
-0.0500,1
-0.0600,1
0.0473,1
0.3179,1
-0.5110,1
-0.2753,1
-0.0544,1
-0.0643,1
0.0417,1
-0.3731,1
-0.5119,1
0.4568,0
0.0469,0
0.2355,0
0.7000,0
0.4774,0
0.0471,0
0.7000,0
0.7720,0
0.0472,0
-0.2752,1
-0.0500,1
-0.0600,1
0.0473,1
0.3179,1
-0.5110,1
-0.0544,0
-0.0643,0
0.0417,0
-0.2747,1
-0.0500,1
-0.0600,1
0.0466,1
-0.3650,1
-0.1443,1
-0.2746,1
0.6956,1
0.5573,1
0.0408,1
-0.3634,1
-0.2144,1
-0.2750,0
-0.0640,0
-0.5171,0
-0.2744,1
-0.0500,1
-0.0600,1
0.0462,1
-0.3650,1
-0.1443,1
0.4525,0
0.0413,0
-0.2749,1
-0.0500,1
0.6901,1
0.0467,1
0.5284,1
-0.3110,1
0.4456,0
0.6178,0
0.0465,0
-0.2746,1
0.7000,1
0.5616,1
0.0464,1
-0.3619,1
-0.2110,1
0.4681,0
0.0416,0
-0.2742,1
-0.0500,1
0.9400,1
0.0468,1
-0.3650,1
-0.2443,1
-0.2742,1
-0.0544,1
0.9301,1
0.0412,1
-0.3666,1
-0.2468,1
0.6912,0
0.7523,0
0.0362,0
0.4500,0
-0.2753,1
-0.0500,1
-0.0600,1
0.0472,1
-0.3650,1
-0.5110,1
-0.0544,0
-0.2739,1
-0.0500,1
0.3562,1
0.0465,1
-0.0550,1
-0.1443,1
-0.2750,1
-0.0544,1
-0.0684,1
0.0413,1
0.6306,1
-0.5144,1
-0.2737,1
-0.0588,1
-0.0726,1
0.0353,1
-0.3789,1
-0.5153,1
-0.2737,1
-0.0631,1
-0.0768,1
0.0299,1
-0.3803,1
-0.5161,1
-0.2748,1
-0.0674,1
0.4359,1
0.0251,1
-0.3818,1
-0.5170,1
-0.2736,1
-0.0716,1
-0.0897,1
0.0192,1
0.6167,1
-0.5178,1
-0.2736,1
-0.0758,1
-0.0937,1
0.0140,1
0.6073,1
-0.5186,1
-0.2735,1
-0.0800,1
-0.0976,1
0.0088,1
0.5705,1
-0.5195,1
-0.2735,1
-0.0840,1
-0.1015,1
0.0037,1
0.5612,1
-0.5203,1
-0.2747,0
0.6619,0
-0.2212,0
-0.2742,1
-0.0500,1
0.9400,1
0.0468,1
-0.3650,1
-0.2443,1
-0.2754,1
0.4456,1
0.7765,1
0.0415,1
0.2339,1
-0.2935,1
-0.2733,1
-0.0633,1
-0.0666,1
0.0351,1
0.6260,1
-0.1488,1
-0.2733,1
-0.0676,1
-0.0709,1
0.0297,1
