0.7092905,1
0,1
0,1
0.328903,1
0.08890324,1
0,1
0.6998929,1
-0.005,1
-0.005,1
0.3210058,1
-0.006009475,1
-0.005,1
0.690206,1
-0.009942438,1
-0.009053576,1
0.3127159,1
0.001076876,1
-0.009942438,1
0.6802558,1
-0.01482799,1
-0.01483822,1
0.3043381,1
-0.01595269,1
0.05183868,1
0.6706736,1
-0.01965734,1
-0.01966745,1
0.2963139,1
-0.02076911,1
0.04624468,1
0.6609708,1
-0.02443118,1
0.02460942,1
0.2882728,1
-0.01146522,1
0.00738094,1
0.6514256,1
-0.02915021,1
0.0193264,1
0.2803684,1
-0.01633325,1
0.002295973,1
0.1661849,0
-0.03494656,0
0.2723582,0
0.6416894,1
0.1820596,1
-0.007939205,1
0.2834564,1
0.03774646,1
-0.03606379,1
0.6323949,1
-0.02492169,1
0.03620279,1
0.2757559,1
-0.02657878,1
-0.007316209,1
0.623399,1
-0.02963508,1
-0.01737479,1
0.2683178,1
-0.03332095,1
-0.04556532,1
0.6130517,1
-0.03429442,1
-0.02306372,1
0.2599511,1
-0.04995525,1
-0.05004265,1
0.6043309,1
-0.03890041,1
-0.02779844,1
0.252736,1
0.0345206,1
-0.05446905,1
0.594077,1
-0.04345375,1
-0.03032043,1
0.2445188,1
-0.05977924,1
-0.05884521,1
0.5848039,1
-0.04795513,1
-0.03713032,1
0.2370995,1
-0.06409532,1
-0.06317185,1
0.575087,1
-0.05240526,1
-0.04170388,1
0.2294261,1
-0.06836271,1
-0.06744964,1
0.5657479,1
-0.05680484,1
-0.04622522,1
0.2220058,1
-0.07258209,1
-0.07167929,1
0.5577399,1
-0.06115455,1
-0.05069503,1
0.2156028,1
-0.07675415,1
-0.07586146,1
0.5476828,1
0.1345449,1
-0.05511402,1
0.2076235,1
-0.007922865,1
-0.07999685,1
0.1280436,0
-0.05717476,0
0.2000534,0
0.5389601,1
-0.05412077,1
-0.03121052,1
0.2150173,1
0.003114872,1
-0.08408613,1
0.5295464,1
-0.05850089,1
-0.03585181,1
0.2075866,1
-0.09082423,1
-0.0214633,1
0.5193445,1
0.1371686,1
0.0604452,1
0.1996572,1
-0.08640601,1
-0.09288307,1
-0.03576507,0
0.1924357,0
0.5100223,1
-0.06936013,1
-0.01907727,1
0.2069905,1
0.003178224,1
-0.09682972,1
-0.02385777,0
0.1997729,0
0.5024089,1
-0.07356831,1
0.0008888617,1
0.2151323,1
-0.09183112,1
-0.100733,1
0.4920746,1
-0.07772934,1
-0.005010233,1
0.2070354,1
-0.1078065,1
-0.1045937,1
0.09059469,0
0.1994117,0
0.4833651,1
-0.08184388,1
0,1
0.2142684,1
-0.1115902,1
-0.1084122,1
0.4752929,1
-0.08591262,1
-0.005,1
0.2077492,1
-0.115333,1
-0.1121894,1
0.4649705,1
0.1100638,1
-0.007634318,1
0.1994952,1
-0.1190356,1
-0.1159258,1
0.4556732,1
-0.09617691,1
0.04277169,1
0.1919062,1
-0.06460385,1
-0.05295525,1
0.4467656,1
-0.1000874,1
0.03728085,1
0.1848302,1
-0.06886551,1
-0.05734859,1
0.4378789,1
0.09604494,1
-0.02193569,1
0.1776879,1
-0.07178561,1
-0.1283588,1
0.4290537,1
0.08995686,1
-0.02668336,1
0.1707492,1
-0.07596659,1
-0.1319226,1
0.4201801,1
-0.1160643,1
0.05171162,1
0.1638246,1
-0.06211269,1
-0.1354488,1
0.411442,1
-0.1197589,1
0.04611906,1
0.1570231,1
-0.06640242,1
-0.1389381,1
0.07658592,0
0.4028601,1
-0.1027776,1
0.0112903,1
0.1504786,1
-0.08992559,1
-0.07572427,1
0.3940735,1
-0.1066159,1
-0.002936404,1
0.1435005,1
0.05686235,1
-0.1465279,1
-0.0079026,0
0.136906,0
0.3854716,1
-0.1104125,1
0.008674184,1
0.1541386,1
0.05439951,1
-0.1499021,1
0.3771563,1
-0.1141681,1
-0.03607709,1
0.1480967,1
-0.06128349,1
-0.1532417,1
0.3694693,1
0.08211689,1
-0.04066269,1
0.1420302,1
-0.09461579,1
-0.1565472,1
0.3600824,1
0.07618259,1
-0.04135804,1
0.1345289,1
-0.1121119,1
-0.1598191,1
-0.03188691,0
0.1276526,0
0.353146,1
-0.1296856,1
-0.02288892,1
0.1471885,1
-0.08633406,1
-0.1630579,1
0.3446044,1
-0.1332354,1
-0.02762564,1
0.1404165,1
-0.1792562,1
-0.09959749,1
0.3348742,1
0.06325217,1
-0.01049939,1
0.132342,1
0.003751665,1
-0.1701372,1
-0.001291528,0
-0.03718716,0
0.1257613,0
0.3270601,1
0.05752905,1
0.09083348,1
0.144626,1
-0.1538835,1
-0.1732728,1
0.3182926,1
0.05187057,1
0.07526332,1
0.1370626,1
0.01866041,1
-0.1763775,1
0.3121057,1
-0.1537238,1
-0.02105155,1
0.1324915,1
-0.1587675,1
-0.1794516,1
0.3030238,1
-0.1570244,1
-0.02453984,1
0.1252614,1
-0.1740341,1
-0.1824956,1
0.2940539,1
0.03970858,1
-0.03141601,1
0.1176691,1
0.01207058,1
-0.1655101,1
-0.03605495,0
0.1113466,0
0.2871791,1
-0.1657473,1
-0.008984219,1
0.1313945,1
-0.1822702,1
-0.1886918,1
0.2802365,1
-0.1689266,1
-0.0138808,1
0.1256916,1
-0.1852868,1
-0.1916465,1
0.3279257,0
-0.01872105,0
0.1170647,0
0.3369715,0
0.1005472,0
0.1363465,0
0.2704794,1
-0.1542872,1
0,1
0.1528241,1
-0.09997042,1
-0.194573,1
0.2627804,1
0.04241793,1
0.01680863,1
0.1464607,1
-0.006089389,1
-0.1974716,1
0.2549183,1
0.03693113,1
0.08115239,1
0.1396842,1
-0.01284274,1
-0.2003428,1
0.2485179,1
0.03150697,1
